paper_id,title,summary,authors,categories,primary_category,published,updated,abs_url,pdf_url,comment,authors_joined,categories_joined,summary_chars,age_days,text_for_embedding
10.4018/979-8-3373-7355-3.ch012,Human Interaction Influences the Adoption of Robotics and Autonomous Agentic AI Systems,"This chapter examines how agentic AI and robotics reshape autonomous vehicles and human–AI interaction, integrating technical, ethical, regulatory, and human centered perspectives to accelerate responsible adoption. It contrasts reactive, deliberative, and hybrid architectures, outlines perception, sensor fusion, and control challenges, and highlights bias, explainability, privacy, and emotional intelligence limits that affect trust. The chapter argues that human factors, transparent interfaces, and progressive disclosure are essential to acceptance, and that pilots, open data, standardized KPIs, and governance frameworks (audit trails, accountability, cross sector boards) enable scaling. It assesses mobility, traffic, safety, environmental impacts, and socioeconomic shifts, and proposes incentive, workforce transition, and evaluation strategies to ensure equitable, resilient deployment of AVs and agentic systems.",['Jennie Lee Khun'],[],General,2026-06-23,2026-04-30,https://doi.org/10.4018/979-8-3373-7355-3.ch012,,Advances in Computational Intelligence and Robotics Agentic AI for Autonomous Vehicles,Jennie Lee Khun,General,927,44,"Title: Human Interaction Influences the Adoption of Robotics and Autonomous Agentic AI Systems | Authors: Jennie Lee Khun | Summary: This chapter examines how agentic AI and robotics reshape autonomous vehicles and human–AI interaction, integrating technical, ethical, regulatory, and human centered perspectives to accelerate responsible adoption. It contrasts reactive, deliberative, and hybrid architectures, outlines perception, sensor fusion, and control challenges, and highlights bias, explainability, privacy, and emotional intelligence limits that affect trust. The chapter argues that human factors, transparent interfaces, and progressive disclosure are essential to acceptance, and that pilots, open data, standardized KPIs, and governance frameworks (audit trails, accountability, cross sector boards) enable scaling. It assesses mobility, traffic, safety, environmental impacts, and socioeconomic shifts, and proposes incentive, workforce transition, and evaluation strategies to ensure equitable, resilient deployment of AVs and agentic systems."
10.20944/preprints202605.1627.v1,"FilterForge: An LLM-Based, Semi-Automated Agentic VSCode Extension for Microwave Bandpass Filter Design","Microwave bandpass filter design typically requires manual coordination of synthesis, analysis, simulation, and optimisation tools written in different languages and exchanged through ad-hoc data formats. We present FilterForge, a chat-driven VSCode environment that pulls these stages into one workflow. A local Model Context Protocol (MCP) server exposes deterministic Python implementations of coupling-matrix synthesis, uniform predistortion, topology reconfiguration, a genetic-algorithm transmission-zero selector, and a mode-matching engine for H-plane iris-coupled rectangular waveguide geometries. A GPT-class language model sits on top as a chat participant that translates natural-language requests into typed tool calls, and a bundled skill generates PyAEDT/HFSS notebooks for design-curve sweeps. We validate the mode-matching engine on a six-pole, 4 GHz Chebyshev filter against full-wave HFSS; the two agree closely at a small fraction of the runtime. The synthesis and analysis tools themselves are unchanged from standalone use; the chat layer only adds an interface. An end-to-end walk-through on a folded 6-pole WR-90 cross-coupled filter at 10GHz exercises the whole workflow from the chat panel: GA-based order and transmission-zero selection from a stop-band mask, folded coupling-matrix synthesis, design-curve dimensioning, HFSS modelling through the generated PyAEDT notebook, and a brief manual-tuning loop. A wideband sweep of the resulting geometry places the first spurious passband well above the operating band.","['Hüseyin N. Gülmez', 'Yunus Koç', 'Agah O. Ertay', 'Bora Döken', 'Mesut Kartal']",[],General,2026-05-25,2026-07-01,https://doi.org/10.20944/preprints202605.1627.v1,,,"Hüseyin N. Gülmez, Yunus Koç, Agah O. Ertay, Bora Döken, Mesut Kartal",General,1542,73,"Title: FilterForge: An LLM-Based, Semi-Automated Agentic VSCode Extension for Microwave Bandpass Filter Design | Authors: Hüseyin N. Gülmez, Yunus Koç, Agah O. Ertay, Bora Döken, Mesut Kartal | Summary: Microwave bandpass filter design typically requires manual coordination of synthesis, analysis, simulation, and optimisation tools written in different languages and exchanged through ad-hoc data formats. We present FilterForge, a chat-driven VSCode environment that pulls these stages into one workflow. A local Model Context Protocol (MCP) server exposes deterministic Python implementations of coupling-matrix synthesis, uniform predistortion, topology reconfiguration, a genetic-algorithm transmission-zero selector, and a mode-matching engine for H-plane iris-coupled rectangular waveguide geometries. A GPT-class language model sits on top as a chat participant that translates natural-language requests into typed tool calls, and a bundled skill generates PyAEDT/HFSS notebooks for design-curve sweeps. We validate the mode-matching engine on a six-pole, 4 GHz Chebyshev filter against full-wave HFSS; the two agree closely at a small fraction of the runtime. The synthesis and analysis tools themselves are unchanged from standalone use; the chat layer only adds an interface. An end-to-end walk-through on a folded 6-pole WR-90 cross-coupled filter at 10GHz exercises the whole workflow from the chat panel: GA-based order and transmission-zero selection from a stop-band mask, folded coupling-matrix synthesis, design-curve dimensioning, HFSS modelling through the generated PyAEDT notebook, and a brief manual-tuning loop. A wideband sweep of the resulting geometry places the first spurious passband well above the operating band."
10.55041/isjem07631,Agentic LLM Pipeline for Natural Language to SQL,"Abstract. The Natural Language to SQL (NL2SQL) task has improved incredibly fast due to the emergence of large language models, but it is not easy to deploy it reliably on real relational databases. Direct one-shot generating systems are usually unable to execute complex joins, nested clauses, and schema grounding, and often give very little information as to the reasons a query was generated. In this research, I have concentrated on agentic NL2SQL pipeline which approaches SQL generation not as a one-step text generation process, but as a sequence of reasoning steps to decide.The proposed system integrates multilingual input processing, voice-to-text assistance, schema-aware search and structured query reformulation. It also encompasses guarded SQL generation, validation, iterative refinement and optional adaptive learning through the successful executions. This distribution is useful in real-time relational database querying and benchmark testing on the Spider data. It has been demonstrated experimentally that the better workflow is an improvement in both accuracy of execution, its robustness and interpretability compared to a single-pass pipeline, especially on more challenging queries and schemas with non-trivial join structure. Besides the benchmark analysis, the system has been tested on a live HR-style relational database on realistic join, aggregation, ranking and filter-based questions. The retrieval-based grounding, stage reasoning and validation-conscious correction are the reliable way for natural-language interfaces to relational databases Keywords: NL2SQL, large language models, schema retrieval, query decomposition, iterative refinement, multilingual querying, voice interface, Spider benchmark.",['Jaya Prakash S K'],[],General,2026-05-25,2026-05-25,https://doi.org/10.55041/isjem07631,,International Scientific Journal of Engineering and Management,Jaya Prakash S K,General,1738,73,"Title: Agentic LLM Pipeline for Natural Language to SQL | Authors: Jaya Prakash S K | Summary: Abstract. The Natural Language to SQL (NL2SQL) task has improved incredibly fast due to the emergence of large language models, but it is not easy to deploy it reliably on real relational databases. Direct one-shot generating systems are usually unable to execute complex joins, nested clauses, and schema grounding, and often give very little information as to the reasons a query was generated. In this research, I have concentrated on agentic NL2SQL pipeline which approaches SQL generation not as a one-step text generation process, but as a sequence of reasoning steps to decide.The proposed system integrates multilingual input processing, voice-to-text assistance, schema-aware search and structured query reformulation. It also encompasses guarded SQL generation, validation, iterative refinement and optional adaptive learning through the successful executions. This distribution is useful in real-time relational database querying and benchmark testing on the Spider data. It has been demonstrated experimentally that the better workflow is an improvement in both accuracy of execution, its robustness and interpretability compared to a single-pass pipeline, especially on more challenging queries and schemas with non-trivial join structure. Besides the benchmark analysis, the system has been tested on a live HR-style relational database on realistic join, aggregation, ranking and filter-based questions. The retrieval-based grounding, stage reasoning and validation-conscious correction are the reliable way for natural-language interfaces to relational databases Keywords: NL2SQL, large language models, schema retrieval, query decomposition, iterative refinement, multilingual querying, voice interface, Spider benchmark."
10.3390/math14101627,Pharmacokinetics-Informed Agentic Architecture for Drug Dynamics with LLM-Driven In Silico Patients,"This research presents the architecture, implementation, and validation of a novel Agentic Large Model (ALM) framework for in silico patient simulation, synergistically combining pharmacokinetic modeling with autonomous clinical reasoning. The multi-agent architecture enables emerging collaboration between specialized components for physiological simulation, medication management, and safety monitoring, coordinated through a central orchestrator to ensure behavioral alignment. Leveraging LLaMA3 via Ollama, the system demonstrates clinically plausible strategic planning across 12 diverse patient scenarios while maintaining trustworthiness through structured JSON-constrained outputs. Key innovations include a modular agent design with clear separation of concerns, integrated drug interaction checking with hierarchical severity assessment, and multi-layer safety assurance. Rigorous evaluation demonstrates effective pain management (39–58% reduction) with appropriate safety flagging in complex cases, particularly for geriatric and polypharmacy patients. The system achieves an average decision latency of 2.1 s while maintaining 98.7% structured output compliance, advancing the foundations of reliable agentic systems in critical healthcare domains.",['Jose L. Salmeron'],[],General,2026-05-11,2026-05-20,https://doi.org/10.3390/math14101627,,Mathematics,Jose L. Salmeron,General,1262,87,"Title: Pharmacokinetics-Informed Agentic Architecture for Drug Dynamics with LLM-Driven In Silico Patients | Authors: Jose L. Salmeron | Summary: This research presents the architecture, implementation, and validation of a novel Agentic Large Model (ALM) framework for in silico patient simulation, synergistically combining pharmacokinetic modeling with autonomous clinical reasoning. The multi-agent architecture enables emerging collaboration between specialized components for physiological simulation, medication management, and safety monitoring, coordinated through a central orchestrator to ensure behavioral alignment. Leveraging LLaMA3 via Ollama, the system demonstrates clinically plausible strategic planning across 12 diverse patient scenarios while maintaining trustworthiness through structured JSON-constrained outputs. Key innovations include a modular agent design with clear separation of concerns, integrated drug interaction checking with hierarchical severity assessment, and multi-layer safety assurance. Rigorous evaluation demonstrates effective pain management (39–58% reduction) with appropriate safety flagging in complex cases, particularly for geriatric and polypharmacy patients. The system achieves an average decision latency of 2.1 s while maintaining 98.7% structured output compliance, advancing the foundations of reliable agentic systems in critical healthcare domains."
10.33774/coe-2026-4f53g,Harness Resilience: From LLM Availability to Toolchain Continuity in Agentic AI Engineering,"By early 2026, the practical value of artificial intelligence in software engineering is no longer determined solely by the reliability of the underlying large language model (LLM). Increasingly, productivity depends on an execution harness: the surrounding runtime of prompts, tools, sandboxes, permissions, memory, repositories, connectors, model-routing policies, observability, and user-interface affordances that turn a model into an operational coding or general-purpose agent. Popular systems such as Codex, Claude Code, Gemini CLI, Cursor-like development environments, and general agents such as Manus demonstrate that the “AI product” is not only a model but a socio-technical toolchain. This paper argues that AI resilience must therefore be extended into harness resilience: the ability of an engineering team to continue safe and effective work when a preferred AI agent harness changes behavior, loses access, degrades, is rate-limited, is withdrawn from a plan, suffers a security incident, or becomes unavailable. Using an illustrative X.com post by Peter Gostev about a Claude Code user being humorously shown as opted out after a code-quality review, this paper motivates a broader resilience agenda: portability of context, tool abstraction, reproducible agent workflows, fallback harnesses, audit trails, and human recovery procedures. The paper contributes a reference architecture, a failure-mode taxonomy, measurable resilience objectives, a connector threat model, and an evaluation plan that turns the concept from a practice guide into a testable engineering framework.",['John Cheung'],[],General,2026-04-28,2026-04-28,https://doi.org/10.33774/coe-2026-4f53g,,,John Cheung,General,1595,100,"Title: Harness Resilience: From LLM Availability to Toolchain Continuity in Agentic AI Engineering | Authors: John Cheung | Summary: By early 2026, the practical value of artificial intelligence in software engineering is no longer determined solely by the reliability of the underlying large language model (LLM). Increasingly, productivity depends on an execution harness: the surrounding runtime of prompts, tools, sandboxes, permissions, memory, repositories, connectors, model-routing policies, observability, and user-interface affordances that turn a model into an operational coding or general-purpose agent. Popular systems such as Codex, Claude Code, Gemini CLI, Cursor-like development environments, and general agents such as Manus demonstrate that the “AI product” is not only a model but a socio-technical toolchain. This paper argues that AI resilience must therefore be extended into harness resilience: the ability of an engineering team to continue safe and effective work when a preferred AI agent harness changes behavior, loses access, degrades, is rate-limited, is withdrawn from a plan, suffers a security incident, or becomes unavailable. Using an illustrative X.com post by Peter Gostev about a Claude Code user being humorously shown as opted out after a code-quality review, this paper motivates a broader resilience agenda: portability of context, tool abstraction, reproducible agent workflows, fallback harnesses, audit trails, and human recovery procedures. The paper contributes a reference architecture, a failure-mode taxonomy, measurable resilience objectives, a connector threat model, and an evaluation plan that turns the concept from a practice guide into a testable engineering framework."
10.20944/preprints202604.1820.v1,TADI: Tool-Augmented Drilling Intelligence via Agentic LLM Orchestration over Heterogeneous Wellsite Data,"We present TADI (Tool-Augmented Drilling Intelligence), an agentic AI system that transforms drilling operational data into evidence-based analytical intelligence. Applied to the Equinor Volve Field dataset, TADI integrates 1,759 daily drilling reports, selected WITSML real-time objects, 15,634 production records, formation tops, and perforations into a dual-store architecture: DuckDB for structured queries over 12 tables with 65,447 rows, and ChromaDB for semantic search over 36,709 embedded documents. Twelve domain-specialized tools, orchestrated by a large language model via iterative function calling, support multi-step evidence gathering that cross-references structured drilling measurements with daily report narratives. The system parses all 1,759 DDR XML files with zero errors, handles three incompatible well naming conventions, and is backed by 95 automated tests plus a 130-question stress-question taxonomy spanning six operational categories. We formalize the agent's behavior as a sequential tool-selection problem and propose the Evidence Grounding Score (EGS) as a simple grounding-compliance proxy based on measurements, attributed DDR quotations, and required answer sections. The complete 6,084-line, framework-free implementation is reproducible given the public Volve download and an API key, and the case studies and qualitative ablation analysis suggest that domain-specialized tool design, rather than model scale alone, is the primary driver of analytical quality in technical operations.",['Rong Lu'],[],General,2026-04-27,2026-04-30,https://doi.org/10.20944/preprints202604.1820.v1,,,Rong Lu,General,1523,101,"Title: TADI: Tool-Augmented Drilling Intelligence via Agentic LLM Orchestration over Heterogeneous Wellsite Data | Authors: Rong Lu | Summary: We present TADI (Tool-Augmented Drilling Intelligence), an agentic AI system that transforms drilling operational data into evidence-based analytical intelligence. Applied to the Equinor Volve Field dataset, TADI integrates 1,759 daily drilling reports, selected WITSML real-time objects, 15,634 production records, formation tops, and perforations into a dual-store architecture: DuckDB for structured queries over 12 tables with 65,447 rows, and ChromaDB for semantic search over 36,709 embedded documents. Twelve domain-specialized tools, orchestrated by a large language model via iterative function calling, support multi-step evidence gathering that cross-references structured drilling measurements with daily report narratives. The system parses all 1,759 DDR XML files with zero errors, handles three incompatible well naming conventions, and is backed by 95 automated tests plus a 130-question stress-question taxonomy spanning six operational categories. We formalize the agent's behavior as a sequential tool-selection problem and propose the Evidence Grounding Score (EGS) as a simple grounding-compliance proxy based on measurements, attributed DDR quotations, and required answer sections. The complete 6,084-line, framework-free implementation is reproducible given the public Volve download and an API key, and the case studies and qualitative ablation analysis suggest that domain-specialized tool design, rather than model scale alone, is the primary driver of analytical quality in technical operations."
10.64898/2026.04.18.716776,sdAbs-LLM: Generative Large Language Models For de novo Antibody Design and Agentic Evaluation,"ABSTRACT Despite major advances in computational antibody engineering, no systematic comparison of modern open-source LLM backbone families for antibody sequence generation exists, nor is it known whether architectural differences matter at compact model scales. In this study, five compact transformer variants inspired by prominent open-source LLM families (Llama-4, Gemma-3, DeepSeek-V3, Mistral 7B, and NVIDIA Nemotron-3) were customized and trained from scratch for de novo VH single-domain antibody (sdAb) design. All five models were pretrained from scratch on 15 million sequences from the Observed Antibody Space (OAS) database. Pretraining yielded uniformly high generative fidelity across architectures: sequence diversity 0.507–0.516 (CV=0.8%), uniqueness approaching 1.0, and novelty 0.925–0.977 (CV=2.2%). The models were subsequently fine-tuned on disease-stratified repertoires spanning SARS-CoV-2 (n=4,688), HIV (n=430), HER2 (n=22,778), and Ebola virus (n=2,868). Structural assessment of top-ranked candidates of those case studies via AlphaFold-2, Boltz-2, RoseTTAFold-2, and ESMFold produced mean pLDDT scores of 92.88±1.54 to 93.77±2.16, with no statistically significant inter-model differences (Kruskal–Wallis H=2.06, p>0.05; N=100), indicating no statistically detectable difference was observed across architectures at this compressed scale in a single-seed experiment, suggesting that generative capacity at this parameter regime is primarily determined by training data and model scale rather than family-specific design elements at this scale. Computational docking yielded predicted binding free energies of −36.34 to −65.60 kcal/mol; independent biological rigor validation through IMGT-defined CDR-H3 extraction, BLASTp novelty assessment, and NetMHCIIpan 4.3 MHC-II immunogenicity profiling collectively confirmed antigen-binding loop novelty (CDR-H3 identity 0–29% to closest database hits), germline-consistent humanness (77–90% VH germline content), and immunogenically silent antigen-binding surfaces with no strong MHC-II binders detected across CDR regions in any candidate. We further introduce a proof-of-concept agentic evaluation pipeline leveraging the Model Context Protocol (MCP) with Claude Sonnet 4.6, enabling automated structural profiling and candidate prioritization across disease targets.","['Delower Hossain', 'Fuad Al Abir', 'Sixue Zhang', 'Jake Y. Chen']",[],General,2026-04-21,2026-04-25,https://doi.org/10.64898/2026.04.18.716776,,,"Delower Hossain, Fuad Al Abir, Sixue Zhang, Jake Y. Chen",General,2342,107,"Title: sdAbs-LLM: Generative Large Language Models For de novo Antibody Design and Agentic Evaluation | Authors: Delower Hossain, Fuad Al Abir, Sixue Zhang, Jake Y. Chen | Summary: ABSTRACT Despite major advances in computational antibody engineering, no systematic comparison of modern open-source LLM backbone families for antibody sequence generation exists, nor is it known whether architectural differences matter at compact model scales. In this study, five compact transformer variants inspired by prominent open-source LLM families (Llama-4, Gemma-3, DeepSeek-V3, Mistral 7B, and NVIDIA Nemotron-3) were customized and trained from scratch for de novo VH single-domain antibody (sdAb) design. All five models were pretrained from scratch on 15 million sequences from the Observed Antibody Space (OAS) database. Pretraining yielded uniformly high generative fidelity across architectures: sequence diversity 0.507–0.516 (CV=0.8%), uniqueness approaching 1.0, and novelty 0.925–0.977 (CV=2.2%). The models were subsequently fine-tuned on disease-stratified repertoires spanning SARS-CoV-2 (n=4,688), HIV (n=430), HER2 (n=22,778), and Ebola virus (n=2,868). Structural assessment of top-ranked candidates of those case studies via AlphaFold-2, Boltz-2, RoseTTAFold-2, and ESMFold produced mean pLDDT scores of 92.88±1.54 to 93.77±2.16, with no statistically significant inter-model differences (Kruskal–Wallis H=2.06, p>0.05; N=100), indicating no statistically detectable difference was observed across architectures at this compressed scale in a single-seed experiment, suggesting that generative capacity at this parameter regime is primarily determined by training data and model scale rather than family-specific design elements at this scale. Computational docking yielded predicted binding free energies of −36.34 to −65.60 kcal/mol; independent biological rigor validation through IMGT-defined CDR-H3 extraction, BLASTp novelty assessment, and NetMHCIIpan 4.3 MHC-II immunogenicity profiling collectively confirmed antigen-binding loop novelty (CDR-H3 identity 0–29% to closest database hits), germline-consistent humanness (77–90% VH germline content), and immunogenically silent antigen-binding surfaces with no strong MHC-II binders detected across CDR regions in any candidate. We further introduce a proof-of-concept agentic evaluation pipeline leveraging the Model Context Protocol (MCP) with Claude Sonnet 4.6, enabling automated structural profiling and candidate prioritization across disease targets."
10.20944/preprints202604.1025.v1,"SAMF: SAWANT (Structured Agentic Workflow for Alignment, Validation, and Negotiated Testing) for Reliable, Safe, and Verifiable LLM Prompting","Large language models are increasingly deployed in agentic workflows that combine planning, retrieval, tool use, and automated decision support. However, these systems remain vulnerable to unsafe behavior, hallucination, misaligned fine-tuning, and weak reproducibility because most prompts are still written as informal instructions rather than explicit behavioral contracts. This paper introduces the SAWANT (Structured Agentic Workflow for Alignment, Validation, and Negotiated Testing) Agentic MoSCoW Framework (SAMF), a structured prompt engineering methodology that repurposes the MoSCoW prioritization scheme into a machine-readable contract for LLM behavior. SAMF organizes prompt and workflow requirements into Must, Should, Could, and Wont clauses so that non-negotiable constraints can be validated before or after generation, while optional preferences guide quality and style. The framework is designed for single-prompt tasks, retrieval-augmented generation pipelines, and multi-agent orchestration, with special emphasis on verifiable safety, citation discipline, and policy compliance. We describe the framework specification, a contract-validation workflow, and pilot use cases in research assistance, code generation, and compliance-sensitive settings. The proposed approach suggests that structured prompt contracts can improve controllability and reduce unsafe or ungrounded outputs while also improving auditability and operational clarity. Future work should evaluate SAMF against baseline prompts using standardized benchmarks, automated violation metrics, and human expert review.",['Prashant Sawant'],[],General,2026-04-15,2026-04-15,https://doi.org/10.20944/preprints202604.1025.v1,,,Prashant Sawant,General,1604,113,"Title: SAMF: SAWANT (Structured Agentic Workflow for Alignment, Validation, and Negotiated Testing) for Reliable, Safe, and Verifiable LLM Prompting | Authors: Prashant Sawant | Summary: Large language models are increasingly deployed in agentic workflows that combine planning, retrieval, tool use, and automated decision support. However, these systems remain vulnerable to unsafe behavior, hallucination, misaligned fine-tuning, and weak reproducibility because most prompts are still written as informal instructions rather than explicit behavioral contracts. This paper introduces the SAWANT (Structured Agentic Workflow for Alignment, Validation, and Negotiated Testing) Agentic MoSCoW Framework (SAMF), a structured prompt engineering methodology that repurposes the MoSCoW prioritization scheme into a machine-readable contract for LLM behavior. SAMF organizes prompt and workflow requirements into Must, Should, Could, and Wont clauses so that non-negotiable constraints can be validated before or after generation, while optional preferences guide quality and style. The framework is designed for single-prompt tasks, retrieval-augmented generation pipelines, and multi-agent orchestration, with special emphasis on verifiable safety, citation discipline, and policy compliance. We describe the framework specification, a contract-validation workflow, and pilot use cases in research assistance, code generation, and compliance-sensitive settings. The proposed approach suggests that structured prompt contracts can improve controllability and reduce unsafe or ungrounded outputs while also improving auditability and operational clarity. Future work should evaluate SAMF against baseline prompts using standardized benchmarks, automated violation metrics, and human expert review."
10.21203/rs.3.rs-9323974/v1,LLM-Skill Orchestration: Achieving 202/202 Subtask Completion via Rule-Augmented Multi-Model Collaboration in 50 Agentic Tasks,"Abstract LLM agents typically rely on a single model for multi-step tool-using tasks, creating a tension between required capability breadth and individual model limitations. We introduce LLM-Skill Orchestration, a three-layer architecture where: (1) a reasoning model generates orchestration rules from system constraints alone; (2) a planning model decomposes tasks into skill graphs with explicit dependencies; and (3) heterogeneous LLM-Skills — both pure-text and tool-equipped — execute in parallel through a shared context pool. We evaluate 50 agentic tasks across five types (information retrieval, code construction, cross-system analysis, multi-step reasoning, compound decision-making). Each task has 4–6 binary checklist items, totaling 202 items. The rule-augmented system (Hb) achieves 202/202 completion and 17.5/20 average quality (LLMas- Judge, σ=2.0), compared to 137/202 (68%) and 7.4/20 for the single-model baseline (A), and 166/202 (82%) and 13.7/20 for static-rule orchestration (C). Three ablation findings shape our understanding (5-task pilot study, used for relative comparisons only): (i) same-model decomposition (D: 8/22) performs worse than no decomposition (A: 13/22), proving that model diversity, not parallelism, drives collaborative gains; (ii) rule-blind generation (Hb: 96/100) outperforms rule-informed generation (Hi: 76/100), demonstrating that deductive reasoning from system invariants generalizes better than inductive learning from failure cases; (iii) 34 of 227 skills (15%) produced 0- byte output due to API anomalies across the full 50-task evaluation, yet all were autonomously compensated by the synthesis stage — an emergent architectural resilience not designed into the system.",['Rui Tao'],[],General,2026-04-07,2026-04-07,https://doi.org/10.21203/rs.3.rs-9323974/v1,,,Rui Tao,General,1730,121,"Title: LLM-Skill Orchestration: Achieving 202/202 Subtask Completion via Rule-Augmented Multi-Model Collaboration in 50 Agentic Tasks | Authors: Rui Tao | Summary: Abstract LLM agents typically rely on a single model for multi-step tool-using tasks, creating a tension between required capability breadth and individual model limitations. We introduce LLM-Skill Orchestration, a three-layer architecture where: (1) a reasoning model generates orchestration rules from system constraints alone; (2) a planning model decomposes tasks into skill graphs with explicit dependencies; and (3) heterogeneous LLM-Skills — both pure-text and tool-equipped — execute in parallel through a shared context pool. We evaluate 50 agentic tasks across five types (information retrieval, code construction, cross-system analysis, multi-step reasoning, compound decision-making). Each task has 4–6 binary checklist items, totaling 202 items. The rule-augmented system (Hb) achieves 202/202 completion and 17.5/20 average quality (LLMas- Judge, σ=2.0), compared to 137/202 (68%) and 7.4/20 for the single-model baseline (A), and 166/202 (82%) and 13.7/20 for static-rule orchestration (C). Three ablation findings shape our understanding (5-task pilot study, used for relative comparisons only): (i) same-model decomposition (D: 8/22) performs worse than no decomposition (A: 13/22), proving that model diversity, not parallelism, drives collaborative gains; (ii) rule-blind generation (Hb: 96/100) outperforms rule-informed generation (Hi: 76/100), demonstrating that deductive reasoning from system invariants generalizes better than inductive learning from failure cases; (iii) 34 of 227 skills (15%) produced 0- byte output due to API anomalies across the full 50-task evaluation, yet all were autonomously compensated by the synthesis stage — an emergent architectural resilience not designed into the system."
10.5194/egusphere-egu26-11295,The application of LLM agentic frameworks as a bridge between social and technical domains in Integrated Water Systems management.,"Socio-hydrology has emerged as a critical framework for Integrated Water Systems (IWS) management, emphasising the need to bring governance, policy, and institutional dynamics alongside physical and technical processes. Achieving meaningful integration between social and technical domains presents both epistemological and methodological challenges, requiring the coexistence of quantitative and qualitative forms of knowledge and the development of hybrid, co-creative modelling approaches. Recent advances in Large Language Models (LLMs) offer new opportunities to address this socio-technical divide. These systems can process heterogeneous data sources such as text, images, and video, and translate qualitative information into representations that can be systematically analysed alongside numerical model outputs. LLMs can be embedded within agentic frameworks and be applied to emulate aspects of human reasoning, interaction, and decision-making. This enables the exploration of social behaviours and institutional responses within complex IWS contexts. Our study reviews existing applications of LLMs in IWS research and categorises them according to their use of LLM affordances, particularly in terms of agentic autonomy and the nature of simulated social interactions. Building on this review, we propose a novel approach that employs LLM-based agents as interpretative intermediaries between IWS simulation outputs, policy documents, and stakeholder relationships in decision-making scenarios. Applying such systems to real-world water management problems and conducting statistical and comparative analyses can reveal previously inaccessible relationships and dependencies between social and technical components of IWS, supporting more integrated and adaptive water governance.","['Eduardo Rico Carranza', 'Ana Mijic']",[],General,2026-03-14,2026-03-14,https://doi.org/10.5194/egusphere-egu26-11295,,,"Eduardo Rico Carranza, Ana Mijic",General,1793,145,"Title: The application of LLM agentic frameworks as a bridge between social and technical domains in Integrated Water Systems management. | Authors: Eduardo Rico Carranza, Ana Mijic | Summary: Socio-hydrology has emerged as a critical framework for Integrated Water Systems (IWS) management, emphasising the need to bring governance, policy, and institutional dynamics alongside physical and technical processes. Achieving meaningful integration between social and technical domains presents both epistemological and methodological challenges, requiring the coexistence of quantitative and qualitative forms of knowledge and the development of hybrid, co-creative modelling approaches. Recent advances in Large Language Models (LLMs) offer new opportunities to address this socio-technical divide. These systems can process heterogeneous data sources such as text, images, and video, and translate qualitative information into representations that can be systematically analysed alongside numerical model outputs. LLMs can be embedded within agentic frameworks and be applied to emulate aspects of human reasoning, interaction, and decision-making. This enables the exploration of social behaviours and institutional responses within complex IWS contexts. Our study reviews existing applications of LLMs in IWS research and categorises them according to their use of LLM affordances, particularly in terms of agentic autonomy and the nature of simulated social interactions. Building on this review, we propose a novel approach that employs LLM-based agents as interpretative intermediaries between IWS simulation outputs, policy documents, and stakeholder relationships in decision-making scenarios. Applying such systems to real-world water management problems and conducting statistical and comparative analyses can reveal previously inaccessible relationships and dependencies between social and technical components of IWS, supporting more integrated and adaptive water governance."
